MAT.1.1	Voea-a voeao Jisas Krais aao iraraaro. Uva vaiterei-a vaitereo Ebraham vaio ora Devit rera aaotoareiaro ro Jisas.
MAT.1.4	Ari Rama-a Aminadap aitearo. Uva Aminadap-a Nason aitearo. Ari Nason-a Salmon aitearo.
MAT.1.5	Uva Salmon-a Boas aitearo. Ari aakova-a o-ia Rehap. Uva Boas-a Obet aitearo ari aakova o-ia Rut. Uva Obet-a Jesi aitearo.
MAT.1.6	Ari Jesi-a King Devit aitearo. Uva Devit-a Solomon aitearo. Oire uva Solomon aakoaro-a Yuraia vatuavaaro tuariri.
MAT.1.8	Ari Esa-a Jehosafat aitearo. Uva Jihosafat-a Joram aitearo. Uva Joram-a Asaia aitearo.
MAT.1.9	Ari Asaia-a Jotam aitearo. Uva Jotam-a Ehas aitearo. Uva Ehas-a Hesekaia aitearo.
MAT.1.10	Ari Hesekaia-a Manasa aitearo. Uva Manasa-a Emos aitearo. Uva Emos-a Josaia aitearo.
MAT.1.11	Ari Josaia-a Jekonaia aitearo ora oeavu araoko irara oaro. Oire uva vo vuuta vao oa-ia vo arao touiva Jekonaia arao osa Babilon vata Isrel-pa irara ouiva voea tovosa vo tauai vego-ia Babilon-ia.
MAT.1.13	Uva Serababel-a Abaiat aitearo. Ari Abiata-a Elaiakim aitearo. Uva Elaiakim-a Eso aitearo.
MAT.1.14	Ari Eso-a Sedok aitearo. Uva Sedok-a Ekim aitearo. Ari Ekim-a Elaiat aitearo.
MAT.1.15	Ari Elaiat-a Eliesa aitearo. Uva Eliesa-a Matan aitearo. Uva Matan-a Jekop aitearo.
MAT.1.16	Ari Jekop-a Josep aitearo. Uva Josep-a Maria vatuatoaaro, o-ia iria Jisas kavaueva. Uva rera-a ro ira vaisiiva oiso, Krais.
MAT.1.17	Oire uva Ebraham isivaaro iava katai tau vo resura (14) aao ora kavakavauaepa. Oa iava Devit-ia aue pura piropa katai tau vo resura (14) aaoro. Uva rera vo vuutaaro isivaaro iava ora kavakavauaepa. Oa iava oavu ita katai tau vo resura (14) aaoro ora puraaepa, voeao oea vo karekeepa vao-ia ovuuta-ia touiva vo Babilon-ia. Uva voa toupaoro Babilon-ia oavu ita katai tau vo resura (14) aaoro ora kavakavauaepa. Uva vo sara-a eva oa isivaaro iava Krais kavauroepa.
