MAT.1.1	Ia atsh mahsi g Jesus Christ jewed dahm k ab d amjedkamaj hegai t‑kekelibad ha‑kownalig mash hab chehgig David. Kush g Davidbad ab d amjedkamaj hegai mash d t‑shohshon ahchim Tutuligo ch hab chehgig Abraham.
MAT.1.1	In ant wo oꞌoha g ha‑chechgig hegam mash d Jesus Christ shohshonbad.
MAT.1.2	Abraham atsh wa an alidt g Isaac.
MAT.1.2	Tsh g Isaac an alidt g Jacob.
MAT.1.2	Tsh g Jacob an ha aꞌalidt hegam Judah.
MAT.1.3	Tsh g Judah an ha aꞌalidt g Perez ch Zerah heg ab mash d Tamar.
MAT.1.3	Tsh g Perez an alidt g Hezron.
MAT.1.3	Tsh g Hezron an alidt g Ram.
MAT.1.4	Tsh g Ram an alidt g Amminadab.
MAT.1.4	Tsh g Amminadab an alidt g Nahshon.
MAT.1.4	Tsh g Nahshon an alidt g Salmon.
MAT.1.5	Tsh g Salmon an alidt g Boaz heg ab mash d Rahab.
MAT.1.5	Tsh g Boaz an alidt g Obed heg ab mash d Ruth.
MAT.1.5	Tsh Obed an alidt g Jesse.
MAT.1.6	Tsh g Jesse an alidt g David.
MAT.1.6	David atsh an alidt g Solomon heg ab mash d chum hohnigaj g Uriah.
MAT.1.7	Tsh g Solomon an alidt g Rehoboam.
MAT.1.7	Tsh g Rehoboam an alidt g Abijah.
MAT.1.7	Tsh g Abijah an alidt g Asa.
MAT.1.8	Tsh g Asa an alidt g Jehoshaphat.
MAT.1.8	Tsh g Jehoshaphat an alidt g Joram.
MAT.1.8	Kush ihda Joram d shonaj g Uzziah.
MAT.1.9	Tsh g Uzziah an alidt g Jodam.
MAT.1.9	Tsh g Jodam an alidt g Ahaz.
MAT.1.9	Tsh g Ahaz an alidt g Hezekiah.
MAT.1.10	Tsh g Hezekiah an alidt g Manassah.
MAT.1.10	Tsh g Manassah an alidt g Amos.
MAT.1.10	Tsh g Amos an alidt g Josiah.
MAT.1.11	Kush ihda Josiah d ha‑shon hegam Jeconiah matsh eda gam hu hab i e juh g t‑shohshonbad Babylon kihhim wui.
MAT.1.12	Jeconiah atsh an hahawa alidt g Shealtiel.
MAT.1.12	Tsh g Shealtiel an alidt g Zerubbabel.
MAT.1.13	Tsh g Zerubbabel an alidt g Abiud.
MAT.1.13	Tsh g Abiud an alidt g Eliakim.
MAT.1.13	Tsh g Eliakim an alidt g Azol.
MAT.1.14	Tsh g Azol an alidt g Zadok.
MAT.1.14	Tsh g Zadok an alidt g Akim.
MAT.1.14	Tsh g Akim an alidt g Eliud.
MAT.1.15	Tsh g Eliud an alidt g Eliazar.
MAT.1.15	Tsh g Eliazar an alidt g Matthan.
MAT.1.15	Tsh g Matthan an alidt g Jacob.
MAT.1.16	Tsh g Jacob an alidt g Joseph.
MAT.1.16	Kush ihda Joseph d kunaj hegai mo d Jesus jeꞌe ch hab chehgig Mary.
MAT.1.16	K ihda Jesus hab e aꞌaga Christ.
MAT.1.17	Pegih, nt gamai giꞌik an oꞌoha g ha‑chechgig hegam mo d e‑oꞌogbad am i amjed mash eda am oimmed g Abrahambad ch am hugkam mash eda am oimmed g Davidbad. Kunt hab waꞌap gamai giꞌik an oꞌoha g ha‑chechgig hegam mo d e‑oꞌogbad heg i amjed ch gam hu hugkam matsh eda gam hu hab i e juh g t‑shohshon Babylon wui. Kunt gamai giꞌik an oꞌoha g ha‑chechgig hegam mo d e‑oꞌogbad heg i amjed ch gam hu hugkam matsh ab mahsi hegai mo hab e aꞌaga Jiosh si Kehsha (Christ).
MAT.1.18	Ia ant wo oꞌoha matsh has e juh matsh eda mahsi g Jesus Christ. Am amtsh i apꞌech matsh idam Joseph ch Mary wo e hohont. Tsh am hahawa s‑e mai mat g ali wo bei. 
MAT.1.19	K hab chuꞌig g chehanig mat chum pi wo ha bei g cheoj matp hab wo wa e juh. Kush g Joseph am wabsh si s‑ap oid g chehanig ch hekaj hab e elid mat pi wo be k wabshaba pi hedai wo ha ahgi. T hab pi wo si e el g Mary.
MAT.1.20	Sh am oidahim ihda g Joseph. Kutsh am haha wabsh ab wui i e chehgi g anghil am chehchkij ed k hab kaij, “Joseph map ab d Davidbad amjedkam, am g wabsh s‑ap e tahtk k wo bei g Mary mat d wo m‑wehm kihkamk. Hekia S‑apꞌekam Gewkdag at hab juh ihda ali mat g Mary wo bei. 
MAT.1.21	Kut d wo cheojk. Kupt hab wo chehch Jesus mo hab d ahga ha‑Doꞌibiakam. Bat wo chehgigk nat pi wo ha doꞌibia g e‑hemajkamga ab ha‑chuꞌijig amjed.” Neh, bash kaij g anghil am Joseph wui.
MAT.1.22	Wehs atsh wa hab e juh ihda hab masma mash wa hab masma heki hu hab kaij g Jiosh. Kelibad Jiosh haꞌichu i tashogiddam atki an oꞌoha mash wa hab kaij:
